46520,Last year reviews,Host since,Host is superhost,Host number of listings,Neighbourhood,Beds number,Bedrooms number,Property type,Maximum allowed guests,Price,Total reviews,Rating score,Accuracy score,Cleanliness score,Checkin score,Communication score,Location score,Value for money score,Reviews per month,City,Season,Bathrooms number,Bathrooms type,Coordinates,Date of scraping
3801452,0,2014-08-05,Host,1,Centro Storico,3,2,Entire home,5,150,22,4.5,4.67,4.81,4.71,4.77,5,4.82,0.19,Firenze,Early Winter,1,private,"43.77004, 11.25608",2024-12-15
3296946,3,2014-03-18,Host,21,Centro Storico,1,1,Entire home,,90,23,4.3,4.57,4.17,4.57,4.7,4.78,4.3,0.23,Firenze,Early Winter,1,private,"43.76179, 11.26077",2024-12-15
3805230,55,2014-08-06,Host,2,Centro Storico,1,1,Entire home,2,74,478,4.76,4.86,4.76,4.93,4.95,4.93,4.77,4.24,Firenze,Early Winter,1,private,"43.77626, 11.25496",2024-12-15
3810760,43,2014-05-08,Superhost,1,Isolotto Legnaia,1,1,Entire home,2,76,275,4.87,4.93,4.94,4.96,4.96,4.78,4.9,2.42,Firenze,Early Winter,1,private,"43.77287, 11.23889",2024-12-15
3299228,19,2014-06-11,Superhost,1,Gavinana Galluzzo,1,1,Private room,2,65,46,4.93,4.91,4.93,4.96,4.96,4.71,4.86,0.44,Firenze,Early Winter,1,private,"43.73737, 11.22454",2024-12-15
3328916,1,2012-09-15,Host,4,Gavinana Galluzzo,2,1,Entire home,4,75,126,4.76,4.9,4.88,4.97,4.93,4.53,4.87,1.11,Firenze,Early Winter,1,private,"43.74899, 11.23413",2024-12-15
3817826,19,2010-10-30,Superhost,9,Centro Storico,4,2,Entire home,6,123,74,4.82,4.86,4.84,4.85,4.84,4.85,4.81,0.68,Firenze,Early Winter,1,private,"43.76848, 11.24579",2024-12-15
3345888,55,2014-06-14,Superhost,3,Centro Storico,4,2,Entire home,4,240,347,4.94,4.99,4.99,5,4.99,4.94,4.91,3.01,Firenze,Early Winter,2,private,"43.77023, 11.25446",2024-12-15
3348633,36,2014-06-17,Superhost,1,Centro Storico,2,1,Entire home,3,82,145,4.83,4.9,4.89,4.94,4.96,4.7,4.73,1.44,Firenze,Early Winter,1,private,"43.78472, 11.2412",2024-12-15
3825301,5,2014-08-08,Host,1,Isolotto Legnaia,4,2,Private room,8,63,36,4.78,4.71,4.81,4.86,4.94,4.46,4.69,0.39,Firenze,Early Winter,1,shared,"43.78607, 11.19834",2024-12-15
3825751,26,2013-09-15,Host,146,Centro Storico,1,1,Entire home,2,97,373,4.78,4.83,4.86,4.89,4.89,4.88,4.75,3.29,Firenze,Early Winter,1,private,"43.76935, 11.26416",2024-12-15
3349733,0,2012-11-15,Host,160,Centro Storico,1,1,Entire home,3,215,4,4.75,4.75,4.5,5,5,5,4.25,0.04,Firenze,Early Winter,1,private,"43.77198, 11.25011",2024-12-15
3831368,0,2013-10-26,Host,2,Centro Storico,1,1,Entire home,4,300,51,4.69,4.73,4.65,4.6,4.74,4.88,4.58,0.45,Firenze,Early Winter,1,private,"43.77352, 11.25849",2024-12-15
3846790,57,2013-07-30,Superhost,3,Centro Storico,1,1,Entire home,4,83,554,4.85,4.9,4.93,4.94,4.94,4.96,4.85,4.93,Firenze,Early Winter,1,private,"43.76996, 11.26273",2024-12-15
3351315,16,2014-06-17,Host,1,Centro Storico,1,1,Entire home,4,85,87,4.69,4.8,4.76,4.8,4.74,4.92,4.69,0.77,Firenze,Early Winter,1,private,"43.77015, 11.24369",2024-12-15
3353414,0,2013-05-16,Host,3,Rifredi,3,2,Private room,4,95,23,4.91,4.91,4.91,4.95,4.91,4.59,4.86,0.22,Firenze,Early Winter,1,private,"43.78579, 11.26164",2024-12-15
3355394,0,2014-06-17,Host,3,Centro Storico,2,1,Private room,2,38,10,4.2,4.7,4.2,4.7,4.6,4.9,4.2,0.09,Firenze,Early Winter,1,shared,"43.76973, 11.259",2024-12-15
3367863,53,2014-06-19,Host,2,Centro Storico,3,2,Entire home,5,235,307,4.9,4.94,4.95,4.88,4.84,4.99,4.88,2.67,Firenze,Early Winter,2,private,"43.7726, 11.25353",2024-12-15
3848386,0,2012-08-24,Host,11,Gavinana Galluzzo,2,1,Entire home,2,99,2,5,5,5,5,5,5,5,0.02,Firenze,Early Winter,1,private,"43.75721, 11.30482",2024-12-15
3378762,10,2014-06-20,Superhost,3,Campo di Marte,2,1,Entire home,2,55,46,4.72,4.8,4.78,4.93,4.89,4.72,4.65,0.44,Firenze,Early Winter,1,private,"43.79169, 11.28575",2024-12-15
3383433,37,2013-02-11,Host,4,Centro Storico,1,1,Entire home,2,86,442,4.52,4.75,4.58,4.85,4.87,4.82,4.53,3.83,Firenze,Early Winter,1,private,"43.77643, 11.26553",2024-12-15
3388649,0,2014-06-06,Host,1,Campo di Marte,3,2,Entire home,5,600,206,4.89,4.94,4.98,4.93,4.88,4.73,4.87,2,Firenze,Early Winter,1,private,"43.77287, 11.27559",2024-12-15
3391362,11,2014-06-22,Superhost,6,Centro Storico,1,1,Entire home,4,115,148,4.96,4.99,4.96,4.97,4.95,4.97,4.91,1.29,Firenze,Early Winter,1,private,"43.7772331237793, 11.255936622619627",2024-12-15
3850860,32,2015-02-04,Host,5,Centro Storico,2,1,Entire home,4,92,210,4.72,4.81,4.84,4.82,4.78,4.85,4.76,1.91,Firenze,Early Winter,1,private,"43.76775, 11.24665",2024-12-15
3398582,0,2014-06-22,Host,17,Centro Storico,3,2,Entire home,4,170,12,4.42,4.5,4.08,5,4.75,5,4.5,0.12,Firenze,Early Winter,2,private,"43.7682, 11.25191",2024-12-15
3400781,0,2014-06-23,Host,1,Rifredi,2,1,Entire home,4,95,27,4.7,4.85,4.63,4.85,4.93,4.33,4.85,0.26,Firenze,Early Winter,1,private,"43.80712, 11.23576",2024-12-15
3858036,2,2014-07-26,Host,1,Centro Storico,2,1,Entire home,5,135,128,4.88,4.95,4.93,4.91,4.86,4.96,4.79,1.13,Firenze,Early Winter,1,private,"43.7737, 11.26348",2024-12-15
3409682,0,2014-02-05,Host,3,Centro Storico,1,1,Private room,1,150,8,5,5,4.86,4.71,5,4.63,5,0.07,Firenze,Early Winter,1,private,"43.77341, 11.24273",2024-12-15
3881654,0,2014-08-15,Host,2,Centro Storico,1,1,Shared room,,150,289,4.47,4.47,4.65,4.68,4.65,4.85,4.56,2.65,Firenze,Early Winter,1,shared,"43.77525, 11.26435",2024-12-15
3412007,24,2014-06-24,Host,1,Centro Storico,3,2,Entire home,4,191,363,4.59,4.63,4.67,4.89,4.89,4.93,4.59,3.26,Firenze,Early Winter,2,private,"43.77304, 11.25152",2024-12-15
3887268,83,2014-08-16,Superhost,1,Centro Storico,2,1,Entire home,3,71,612,4.89,4.93,4.93,4.97,4.99,4.98,4.88,5.39,Firenze,Early Winter,1,private,"43.77535, 11.25925",2024-12-15
3424163,0,2014-06-25,Host,3,Rifredi,2,1,Entire home,3,45,1,5,5,3,5,5,5,5,0.02,Firenze,Early Winter,1,private,"43.7875, 11.25151",2024-12-15
3900391,81,2014-08-18,Host,3,Centro Storico,4,2,Entire home,4,72,293,4.33,4.61,4.24,4.78,4.78,4.75,4.42,2.59,Firenze,Early Winter,1,private,"43.77472, 11.25473",2024-12-15
3904431,57,2013-10-26,Superhost,11,Centro Storico,3,2,Entire home,4,190,380,4.87,4.9,4.92,4.94,4.95,4.99,4.87,3.59,Firenze,Early Winter,2,private,"43.76792, 11.25626",2024-12-15
3424172,0,2014-06-25,Host,3,Centro Storico,2,1,Entire home,2,45,256,4.55,4.73,4.39,4.88,4.9,4.86,4.63,2.23,Firenze,Early Winter,1,private,"43.76647, 11.24707",2024-12-15
3441668,23,2014-06-27,Host,3,Rifredi,1,1,Private room,2,41,83,4.7,4.87,4.74,4.84,4.87,4.54,4.63,0.73,Firenze,Early Winter,1,shared,"43.79028, 11.2528",2024-12-15
3908267,18,2011-10-27,Host,2,Campo di Marte,2,1,Entire home,4,121,174,4.85,4.91,4.97,4.93,4.93,4.58,4.77,1.8,Firenze,Early Winter,1,private,"43.79396, 11.27228",2024-12-15
3917522,0,2011-05-27,Host,7,Centro Storico,1,1,Entire home,2,116,57,4.7,4.57,4.82,4.82,4.88,4.75,4.65,0.51,Firenze,Early Winter,1,private,"43.77412, 11.24568",2024-12-15
3445134,126,2014-06-16,Superhost,6,Centro Storico,2,1,Entire home,3,101,890,4.86,4.88,4.91,4.94,4.96,4.99,4.85,7.79,Firenze,Early Winter,1,private,"43.7736, 11.25459",2024-12-15
3917762,19,2012-07-08,Superhost,2,Campo di Marte,1,1,Private room,1,50,36,4.83,4.86,4.67,4.94,4.94,4.53,4.78,0.32,Firenze,Early Winter,1,shared,"43.78496, 11.27605",2024-12-15
3920826,2,2012-08-24,Host,11,Gavinana Galluzzo,2,1,Private room,3,115,8,4.38,4.63,4.38,4.75,4.88,4.5,4,0.09,Firenze,Early Winter,1,private,"43.75753, 11.3038",2024-12-15
3445588,21,2013-02-12,Host,9,Centro Storico,2,1,Entire home,3,109,148,4.74,4.75,4.56,4.87,4.91,4.97,4.68,1.29,Firenze,Early Winter,1,private,"43.76973, 11.25326",2024-12-15
3460810,45,2014-02-03,Host,4,Centro Storico,1,1,Entire home,2,169,290,4.82,4.88,4.76,4.9,4.92,4.95,4.73,2.53,Firenze,Early Winter,1,private,"43.77594, 11.25921",2024-12-15
3935926,22,2013-11-30,Host,4,Rifredi,1,1,Private room,2,35,90,4.4,4.66,4.54,4.88,4.84,4.22,4.35,0.79,Firenze,Early Winter,1,private,"43.79356, 11.20957",2024-12-15
3936640,31,2014-06-08,Superhost,3,Campo di Marte,4,2,Entire home,7,93,235,4.73,4.8,4.78,4.96,4.9,4.6,4.65,2.09,Firenze,Early Winter,1,private,"43.80222702026367, 11.265674591064451",2024-12-15
3952711,19,2010-10-30,Superhost,9,Centro Storico,8,3,Entire home,12,387,79,4.77,4.82,4.82,4.78,4.86,4.73,4.76,0.71,Firenze,Early Winter,3,private,"43.77958, 11.25569",2024-12-15
3462343,53,2014-06-30,Superhost,1,Centro Storico,3,2,Entire home,4,120,498,4.77,4.84,4.67,4.94,4.96,4.97,4.78,4.41,Firenze,Early Winter,1,private,"43.77146530151367, 11.259933471679688",2024-12-15
3466576,0,2014-06-30,Host,1,Centro Storico,2,1,Entire home,2,150,100,4.79,4.9,4.97,4.95,4.93,4.61,4.79,0.88,Firenze,Early Winter,1,private,"43.77965, 11.23654",2024-12-15
3961352,0,2014-08-25,Host,2,Centro Storico,1,1,Entire home,2,150,86,4.97,4.98,4.99,4.91,5,4.96,4.96,1.1,Firenze,Early Winter,1,private,"43.77194, 11.2459",2024-12-15
3967161,4,2014-03-18,Host,21,Centro Storico,4,2,Entire home,4,113,9,4.56,4.67,4.33,4.78,4.78,5,4.56,0.08,Firenze,Early Winter,2,private,"43.76801, 11.25871",2024-12-15
3970408,2,2013-04-11,Host,9,Centro Storico,1,1,Entire home,2,287,76,4.82,4.87,4.91,4.84,4.83,4.93,4.8,0.84,Firenze,Early Winter,1,private,"43.770914, 11.259657",2024-12-15
3484579,19,2014-06-30,Superhost,2,Centro Storico,1,1,Entire home,2,75,48,4.69,4.85,4.73,4.96,4.96,4.92,4.73,0.48,Firenze,Early Winter,1,private,"43.7752, 11.25203",2024-12-15
3970420,27,2014-08-26,Host,2,Centro Storico,1,1,Entire home,2,83,248,4.7,4.78,4.73,4.91,4.92,4.81,4.67,2.2,Firenze,Early Winter,1,private,"43.77272, 11.26902",2024-12-15
3485116,32,2014-06-30,Superhost,2,Centro Storico,1,1,Entire home,4,126,104,4.9,4.92,4.87,4.94,4.94,4.97,4.88,0.92,Firenze,Early Winter,1,private,"43.775127, 11.252035",2024-12-15
3495018,22,2014-07-03,Superhost,3,Centro Storico,2,1,Entire home,4,96,149,4.85,4.95,4.89,4.92,4.93,4.98,4.86,1.33,Firenze,Early Winter,2,private,"43.76785, 11.25105",2024-12-15
3989110,0,2014-08-29,Host,1,Campo di Marte,4,2,Private room,4,70,132,4.81,4.86,4.95,4.92,4.92,4.65,4.75,1.21,Firenze,Early Winter,1,private,"43.79857, 11.26336",2024-12-15
3990481,7,2014-08-29,Host,9,Centro Storico,2,1,Entire home,4,117,33,4.64,4.97,4.67,4.85,4.79,4.91,4.64,0.29,Firenze,Early Winter,1,private,"43.765347, 11.248863",2024-12-15
3991385,26,2014-08-28,Superhost,5,Centro Storico,2,1,Entire home,2,96,237,4.91,4.93,4.96,4.98,4.97,4.93,4.9,2.1,Firenze,Early Winter,1,private,"43.77107, 11.26446",2024-12-15
3502517,64,2014-07-04,Host,3,Centro Storico,2,1,Entire home,3,90,181,4.64,4.75,4.65,4.84,4.78,4.91,4.72,1.61,Firenze,Early Winter,1,private,"43.76667, 11.25236",2024-12-15
3997232,16,2012-06-27,Superhost,1,Centro Storico,1,1,Entire home,2,80,67,4.79,4.88,4.66,4.91,4.94,4.87,4.76,1.15,Firenze,Early Winter,1,private,"43.76428, 11.26496",2024-12-15
4003502,29,2014-08-30,Host,2,Centro Storico,3,2,Entire home,,80,197,4.56,4.74,4.64,4.85,4.85,4.46,4.62,1.76,Firenze,Early Winter,2,private,"43.78329, 11.24088",2024-12-15
4012237,0,2014-09-01,Host,2,Isolotto Legnaia,4,2,Entire home,4,70,1,5,5,5,5,5,5,5,0.01,Firenze,Early Winter,1,private,"43.77346, 11.21652",2024-12-15
3502833,0,2014-07-04,Host,3,Centro Storico,3,2,Entire home,4,60,158,4.78,4.85,4.85,4.91,4.84,4.82,4.75,1.39,Firenze,Early Winter,1,private,"43.76741, 11.24328",2024-12-15
3507637,0,2014-07-05,Host,1,Centro Storico,2,1,Entire home,4,90,95,4.85,4.95,4.93,4.88,4.95,4.9,4.84,0.84,Firenze,Early Winter,1,private,"43.77764, 11.25405",2024-12-15
4019606,52,2014-09-02,Superhost,1,Centro Storico,5,3,Entire home,8,166,275,4.9,4.93,4.93,4.94,4.96,4.97,4.89,2.44,Firenze,Early Winter,1,private,"43.77156, 11.2548",2024-12-15
4020692,1,2012-11-15,Host,160,Centro Storico,5,3,Entire home,6,531,39,4.64,4.85,4.54,4.64,4.67,4.89,4.71,0.35,Firenze,Early Winter,3,private,"43.77464, 11.26209",2024-12-15
4024081,19,2014-09-02,Host,12,Centro Storico,2,1,Entire home,2,110,191,4.72,4.72,4.74,4.92,4.94,4.98,4.72,1.71,Firenze,Early Winter,1,private,"43.7719, 11.2562",2024-12-15
3509305,36,2013-07-20,Host,4,Centro Storico,2,1,Entire home,4,133,36,4.72,4.78,4.53,4.94,4.92,4.89,4.64,3.56,Firenze,Early Winter,2,private,"43.77802276611328, 11.253833770751951",2024-12-15
3516961,39,2014-07-02,Superhost,1,Centro Storico,4,2,Entire home,4,145,162,4.85,4.88,4.85,4.89,4.87,4.96,4.82,1.45,Firenze,Early Winter,1,private,"43.76802, 11.26179",2024-12-15
3519323,4,2014-07-06,Host,1,Rifredi,3,2,Entire home,5,150,22,4.55,4.73,4.36,4.95,4.86,4.55,4.59,0.19,Firenze,Early Winter,1,private,"43.79363, 11.24244",2024-12-15
4030783,2,2014-01-05,Host,2,Campo di Marte,6,3,Entire home,6,400,21,4.57,4.76,4.57,4.9,5,4.86,4.52,0.2,Firenze,Early Winter,2,private,"43.81013, 11.27106",2024-12-15
3520071,10,2014-03-25,Superhost,2,Centro Storico,4,2,Entire home,4,80,77,4.86,4.9,4.96,4.99,5,4.92,4.96,0.74,Firenze,Early Winter,2,private,"43.77857, 11.25673",2024-12-15
3523706,0,2014-06-05,Host,1,Centro Storico,1,1,Private room,2,150,18,4.89,5,5,5,5,5,4.89,0.32,Firenze,Early Winter,1,private,"43.76691, 11.26132",2024-12-15
4035109,3,2020-01-09,Superhost,26,Centro Storico,2,1,Entire home,3,425,148,4.72,4.84,4.89,4.95,4.88,4.85,4.77,1.31,Firenze,Early Winter,1,private,"43.76452, 11.24686",2024-12-15
4039184,18,2014-09-04,Superhost,1,Centro Storico,1,1,Entire home,2,111,192,4.9,4.97,4.97,4.98,4.96,4.98,4.89,1.71,Firenze,Early Winter,1,private,"43.76973, 11.26022",2024-12-15
4047349,13,2014-09-02,Host,12,Centro Storico,3,2,Entire home,4,50,170,4.78,4.73,4.86,4.89,4.92,4.96,4.76,1.56,Firenze,Early Winter,1,private,"43.77184, 11.25598",2024-12-15
3543090,36,2012-04-16,Superhost,2,Centro Storico,2,1,Entire home,3,105,252,4.67,4.83,4.45,4.81,4.82,4.92,4.7,2.32,Firenze,Early Winter,1,private,"43.76634, 11.24926",2024-12-15
3549923,36,2013-03-26,Superhost,2,Centro Storico,2,1,Entire home,3,150,173,4.95,4.98,4.97,4.95,4.98,4.96,4.92,1.66,Firenze,Early Winter,1,private,"43.77027836065488, 11.260406892716498",2024-12-15
4053373,0,2014-08-30,Host,1,Campo di Marte,1,1,Private room,2,999,64,4.95,4.97,4.97,4.97,4.98,4.83,4.95,0.57,Firenze,Early Winter,1,private,"43.78453, 11.26328",2024-12-15
4054458,0,2014-09-04,Host,2,Campo di Marte,3,2,Entire home,5,100,11,4.73,4.91,4.82,4.91,4.82,4.82,4.91,0.12,Firenze,Early Winter,1,private,"43.76656, 11.27664",2024-12-15
4055019,30,2014-09-07,Superhost,1,Centro Storico,2,1,Entire home,3,125,252,4.96,4.97,4.96,4.99,4.99,4.91,4.94,2.25,Firenze,Early Winter,2,private,"43.76985, 11.24183",2024-12-15
3551220,8,2014-07-09,Superhost,8,Centro Storico,1,1,Entire home,2,76,416,4.73,4.83,4.91,4.79,4.79,4.95,4.71,3.63,Firenze,Early Winter,1,private,"43.77075, 11.25001",2024-12-15
4056186,3,2014-09-02,Host,12,Centro Storico,10,4,Entire home,10,110,77,4.7,4.74,4.74,4.88,4.87,5,4.72,0.69,Firenze,Early Winter,2,private,"43.7719, 11.2562",2024-12-15
4064375,17,2014-09-08,Host,4,Centro Storico,2,1,Entire home,4,97,33,4.63,4.83,4.6,4.94,4.91,5,4.51,0.29,Firenze,Early Winter,1,private,"43.76905059814453, 11.258051872253418",2024-12-15
3551453,0,2014-07-09,Superhost,8,Centro Storico,1,1,Entire home,2,150,384,4.62,4.84,4.91,4.78,4.76,4.91,4.66,3.35,Firenze,Early Winter,1,private,"43.77028, 11.25165",2024-12-15
3575015,0,2014-07-12,Host,2,Campo di Marte,1,1,Private room,2,36,42,4.69,4.85,4.86,4.88,4.93,4.29,4.52,0.4,Firenze,Early Winter,1,private,"43.76709, 11.28558",2024-12-15
4065316,87,2013-09-15,Superhost,5,Centro Storico,1,1,Entire home,2,67,570,4.79,4.91,4.9,4.91,4.88,4.94,4.84,5.18,Firenze,Early Winter,1,private,"43.76947, 11.2616",2024-12-15
4073240,9,2014-04-21,Host,12,Centro Storico,1,1,Entire home,2,136,38,4.42,4.46,4.65,4.84,4.58,4.79,4.29,0.34,Firenze,Early Winter,1,private,"43.76802, 11.24469",2024-12-15
3601979,0,2014-07-15,Host,1,Centro Storico,1,1,Private room,2,35,26,4.92,4.96,4.96,5,5,4.81,4.85,0.38,Firenze,Early Winter,1,shared,"43.78764, 11.23015",2024-12-15
4079750,31,2012-11-06,Superhost,1,Campo di Marte,1,1,Private room,1,47,63,4.76,4.78,4.84,4.87,4.86,4.65,4.7,0.58,Firenze,Early Winter,1,private,"43.76584, 11.2807",2024-12-15
3608433,0,2014-07-16,Host,2,Campo di Marte,2,1,Entire home,3,51,13,4.08,4.42,3.92,4.5,4.42,4.58,4.17,0.12,Firenze,Early Winter,1,private,"43.78116, 11.26621",2024-12-15
4080999,8,2014-04-22,Host,3,Centro Storico,2,1,Entire home,4,174,30,5,4.93,4.93,4.83,4.97,4.97,4.9,0.27,Firenze,Early Winter,1,private,"43.77144, 11.25616",2024-12-15
4081527,34,2013-12-08,Superhost,1,Centro Storico,1,1,Entire home,4,86,300,4.92,4.95,4.94,4.96,4.98,4.96,4.92,2.66,Firenze,Early Winter,1,private,"43.77677, 11.25468",2024-12-15
3609180,4,2014-06-12,Host,6,Campo di Marte,1,1,Private room,,36,353,4.54,4.72,4.66,4.7,4.7,4.38,4.56,3.1,Firenze,Early Winter,1,shared,"43.79033, 11.27448",2024-12-15
4085251,3,2014-09-10,Superhost,5,Rifredi,1,1,Private room,2,58,4,5,5,5,5,5,5,5,0.08,Firenze,Early Winter,2,shared,"43.79208, 11.24614",2024-12-15
4098868,0,2014-09-12,Host,1,Centro Storico,3,2,Entire home,5,86,117,4.62,4.75,4.79,4.85,4.88,4.65,4.59,1.1,Firenze,Early Winter,1,private,"43.78054, 11.25257",2024-12-15
